author,affiliations
"Name(first='Haifeng', last='Qian')",Amazon
"Name(first='Sujan Kumar', last='Gonugondla')",Amazon
"Name(first='Sungsoo', last='Ha')",Amazon
"Name(first='Mingyue', last='Shang')",Amazon
"Name(first='Sanjay Krishna', last='Gouda')",Amazon
"Name(first='Ramesh', last='Nallapati')",Amazon Web Services
"Name(first='Sudipta', last='Sengupta')",Amazon AWS
"Name(first='Dekun', last='Wu')",Université de Montréal
"Name(first='Sagi', last='Shaier')",Unknown
"Name(first='Lawrence', last='Hunter')",University of Colorado at Denver
"Name(first='Katharina', last='Wense')","Johannes-Gutenberg Universität Mainz, University of Colorado, Boulder and New York University"
"Name(first='Michelle', last='Lo')",Unknown
"Name(first='Fazl', last='Barez')","University of Oxford, University of Oxford and University of Edinburgh"
"Name(first='Yinhong', last='Liu')",Unknown
"Name(first='Yimai', last='Fang')",Apple
"Name(first='David', last='Vandyke')",Unknown
"Name(first='Zhongping', last='Zhang')",Unknown
"Name(first='Wenda', last='Qin')",Unknown
"Name(first='Fabrice', last='Lamarche')",Unknown
"Name(first='Ishan', last='Agrawal')",Unknown
"Name(first='Ehsan', last='Mokhtarian')",Swiss Federal Institute of Technology Lausanne
"Name(first='Siyuan', last='Guo')",Unknown
"Name(first='Yuen', last='Chen')",University of Illinois at Urbana-Champaign
"Name(first='Wanqiu', last='Long')",Unknown
"Name(first='Siddharth', last='N')",University of Edinburgh
"Name(first='Bonnie', last='Webber')","Edinburgh University, University of Edinburgh"
"Name(first='Hannah McLean', last='Babe')",Unknown
"Name(first='Sydney', last='Nguyen')",Unknown
"Name(first='Yangtian', last='Zi')",Unknown
"Name(first='Arjun', last='Guha')",Unknown
"Name(first='Molly Q', last='Feldman')",Unknown
"Name(first='Carolyn Jane', last='Anderson')",Wellesley College; Unknown
"Name(first='Zixun', last='Chen')",Unknown
"Name(first='Yuu', last='Jinnai')","CyberAgent, Inc."
"Name(first='Ukyo', last='Honda')","CyberAgent, Inc."
"Name(first='Tetsuro', last='Morimura')","CyberAgent, Inc."
"Name(first='Spencer', last='Rarrick')",Unknown
"Name(first='Ranjita', last='Naik')",Microsoft
"Name(first='Sundar', last='Poudel')",Unknown
"Name(first='Vishal', last='Chowdhary')",Unknown
"Name(first='Kaito', last='Ariu')","CyberAgent, Inc."
"Name(first='Masashi', last='Oshika')",Unknown
"Name(first='Makoto', last='Morishita')",Future Corporation and Tohoku University
"Name(first='Tsutomu', last='Hirao')",NTT Communication Science Laboratories
"Name(first='Shuqi', last='Liu')",Unknown
"Name(first='Bowei', last='He')",Unknown
"Name(first='Guangqian', last='Yang')",University of Science and Technology of China
"Name(first='Hongtao', last='Xie')",University of Science and Technology of China
"Name(first='Tao', last='Zhang')",Unknown
"Name(first='Hoang', last='Nguyen')",Unknown; University College Cork
"Name(first='Hyuk', last='Namgoong')",Chungnam National University
"Name(first='YoonHyung', last='Roh')",Electronics and Telecommunications Research Institute
"Name(first='Wenbin', last='An')",Xi’an jiaotong University
"Name(first='Wenkai', last='Shi')",Unknown
"Name(first='Feng', last='Tian')",Xi’an jiaotong University
"Name(first='Haonan', last='Lin')",Xi’an jiaotong University
"Name(first='QianYing', last='Wang')",Unknown
"Name(first='Yaqiang', last='Wu')",Lenovo Research
"Name(first='Mingxiang', last='Cai')",Unknown
"Name(first='Luyan', last='Wang')",Unknown
"Name(first='Yan', last='Chen')",Xi’an jiaotong University
"Name(first='Haiping', last='Zhu')",Xi’an jiaotong University
"Name(first='Ping', last='Chen')","University of Massachusetts, Boston"
"Name(first='Zhenyi', last='Wang')",Unknown
"Name(first='Haiyan', last='Ning')",Unknown
"Name(first='Qing', last='Ling')",Unknown
"Name(first='Dan', last='Wang')",Alibaba Group
"Name(first='Yiduo', last='Guo')",Unknown
"Name(first='Zekai', last='Zhang')",Unknown
"Name(first='Yaobo', last='Liang')",Unknown
"Name(first='Xiaoman', last='Pan')",Tencent AI Lab
"Name(first='Jianshu', last='Chen')",Amazon
"Name(first='Chengtao', last='Lv')",Unknown
"Name(first='Haotong', last='Qin')",ETHZ - ETH Zurich
"Name(first='Xiabin', last='Zhou')",Unknown
"Name(first='Yifu', last='Ding')",Beihang University
"Name(first='Jinyang', last='Guo')",Beijing University of Aeronautics and Astronautics
"Name(first='Xianglong', last='Liu')",Beihang University
"Name(first='Yuanxin', last='Liu')",Peking University
"Name(first='Shicheng', last='Li')",Peking University
"Name(first='Yuxiang', last='Wang')",Unknown
"Name(first='Xu', last='Sun')",Unknown
"Name(first='Shengqi', last='Zhu')",Cornell University
"Name(first='Jeffrey', last='Rzeszotarski')",Cornell University
"Name(first='Qingyu', last='Lu')",Unknown
"Name(first='Baopu', last='Qiu')",Unknown
"Name(first='Kanjian', last='Zhang')","Schools of Automation, Southeast University"
"Name(first='Yi', last='Zong')",Unknown
"Name(first='Tingfeng', last='Cao')",Unknown
"Name(first='Kejuan', last='Yang')",Unknown
"Name(first='Kaiwen', last='Men')",Unknown
"Name(first='Yidan', last='Zhang')",Unknown
"Name(first='Zhenan', last='He')",Sichuan University
"Name(first='Shuhua', last='Shi')",Unknown
"Name(first='Minghui', last='Song')",Microsoft
"Name(first='Chenxu', last='Wang')",Tsinghua University
"Name(first='Bin', last='Dai')",XiaoIce
"Name(first='Huaping', last='Liu')",Tsinghua University
"Name(first='Baoyuan', last='Wang')",Xiaobing.ai
"Name(first='Huiyao', last='Chen')",Unknown
"Name(first='Xinxin', last='Li')",Unknown
"Name(first='Junqiang', last='Huang')",VIPSHOP
"Name(first='Xiancai', last='Chen')",Unknown
"Name(first='Xiaoying', last='Bai')",Unknown
"Name(first='Yifan', last='Zhang')",Unknown
"Name(first='Tingting', last='Liang')",Hangzhou Dianzi University
"Name(first='Chenxin', last='Jin')",Unknown
"Name(first='Wenqi', last='Fan')",Unknown
"Name(first='Yuyu', last='Yin')",Unknown
"Name(first='Mahammed', last='Kamruzzaman')",University of South Florida
"Name(first='Md.', last='Shovon')",Rajshahi University of Engineering and Technology
"Name(first='Gene', last='Kim')",University of South Florida
"Name(first='Yiwei', last='Lou')",Unknown
"Name(first=None, last='Juseon-Do')",Chungnam National University
"Name(first='Jingun', last='Kwon')",Chungnam National University
"Name(first='Manabu', last='Okumura')",Tokyo Institute of Technology
"Name(first='Karan', last='Goyal')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='Mayank', last='Goel')",Unknown
"Name(first='Vikram', last='Goyal')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='Mukesh', last='Mohania')",Indraprastha Institute of Information Technology
"Name(first='Yejun', last='Yoon')",Soongsil University
"Name(first='Seunghyun', last='Yoon')",Adobe Research
"Name(first='Kunwoo', last='Park')",Soongsil University
"Name(first='Zijin', last='Hong')",Unknown
"Name(first='Jian', last='Liu')",Beijing Jiaotong University
"Name(first='Yuanhang', last='Zheng')",Tsinghua University
"Name(first='Huayang', last='Li')",Unknown
"Name(first='Siheng', last='Li')",Unknown
"Name(first='Xinbei', last='Ma')",Unknown
"Name(first='Tianze', last='Chen')",Unknown
"Name(first='Yan', last='Zhou')",Unknown
"Name(first='Yongqi', last='Fan')",East China University of Science and Technology
"Name(first='Yansha', last='Zhu')",East China University of Science and Technology
"Name(first='Kui', last='Xue')",Shanghai Artificial Intelligence Laboratory
"Name(first='Jingping', last='Liu')",East China University of Science and Technology
"Name(first='Weiyan', last='Zhang')",East China University of Science and Technology
"Name(first='Wanpeng', last='Lu')",Unknown
"Name(first='Jiacheng', last='Wang')",Unknown
"Name(first='Yating', last='Wang')",Unknown
"Name(first='Lihan', last='Chen')",beijing institute of control engineering
"Name(first='Yongheng', last='Zhang')",Unknown
"Name(first='Min', last='Li')",Unknown
"Name(first='Zirui', last='Wu')",Unknown
"Name(first='Xueqing', last='Wu')","UCLA Computer Science Department, University of California, Los Angeles"
"Name(first='Pan', last='Lu')",Stanford University
"Name(first='Jingwei', last='Yi')",University of Science and Technology of China
"Name(first='Rui', last='Ye')",Shanghai Jiaotong University
"Name(first='Qisi', last='Chen')",Unknown
"Name(first='Bin', last='Zhu')",Microsoft Research
"Name(first='Siheng', last='Chen')",Shanghai Jiao Tong University
"Name(first='Guangzhong', last='Sun')",University of Science and Technology of China
"Name(first='Fangzhao', last='Wu')",Microsoft
"Name(first='Dandan', last='Song')",Beijing Institute of Technology
"Name(first='Yanru', last='Zhou')",Unknown
"Name(first='Liwen', last='Zheng')",Beijing University of Posts and Telecommunications
"Name(first='Chaozhuo', last='Li')",Unknown
"Name(first='Xi', last='Zhang')",Beijing University of Posts and Telecommunications; Unknown
"Name(first='Yu-Ming', last='Shang')",Unknown
"Name(first='Feiran', last='Huang')",Unknown
"Name(first='Haoran', last='Jia')",Beijing University of Posts and Telecommunications
"Name(first='Maximilian', last='Spliethöver')",Leibniz University Hannover
"Name(first='Sai Nikhil', last='Menon')",Unknown
"Name(first='Stephen', last='Meisenbacher')",Unknown
"Name(first='Maulik', last='Chevli')",Technische Universität München
"Name(first='Juraj', last='Vladika')",Technische Universität München
"Name(first='David', last='Mogrovejo')",Mohamed bin Zayed University of Artificial Intelligence
"Name(first='Huanhuan', last='Ma')",Unknown
"Name(first='Weizhi', last='Xu')",Unknown
"Name(first='Yifan', last='Wei')",Unknown
"Name(first='Liuji', last='Chen')",Unknown
"Name(first='Qiuchen', last='Wang')",Unknown
"Name(first='Ekaterina', last='Fadeeva')",Unknown
"Name(first='Aleksandr', last='Rubashevskii')",Skolkovo Institute of Science and Technology
"Name(first='Sergey', last='Petrakov')",Unknown
"Name(first='Evgenii', last='Tsymbalov')",Independent Researcher
"Name(first='Gleb', last='Kuzmin')",Artificial Intelligence Research Institute and Institute for Systems Analysis of Russian Academy of Sciences
"Name(first='Maxim', last='Panov')",Mohamed bin Zayed University of Artificial Intelligence
"Name(first='Shi', last='Jun')",Unknown
"Name(first='Everlyn Asiko', last='Chimoto')",Unknown
"Name(first='Bruce A.', last='Bassett')",Unknown
"Name(first='Luca', last='Ragazzi')",Unknown
"Name(first='Paolo', last='Italiani')",Unknown
"Name(first='Mattia', last='Panni')",Università degli Studi di Modena e Reggio Emilia
"Name(first='Gabriele', last='Picco')",International Business Machines
"Name(first='Leopold', last='Fuchs')",Duale Hochschule Baden-Württemberg Stuttgart
"Name(first='Marcos', last='Martínez Galindo')",International Business Machines
"Name(first='Alberto', last='Purpura')",International Business Machines
"Name(first='Vanessa', last='López')",International Business Machines
"Name(first='Hoang', last='Thanh Lam')",International Business Machines
"Name(first='Zhexuan', last='Wang')",Unknown
"Name(first='Shudong', last='Liu')",University of Macau
"Name(first='Wanlong', last='Liu')",Unknown
"Name(first='DingYi', last='Zeng')",Unknown
"Name(first='Yichen', last='Xiao')",Unknown
"Name(first='Shaohuan', last='Cheng')",University of Electronic Science and Technology of China
"Name(first='Grandee', last='Lee')",Singapore University of Social Sciences
"Name(first='Malu', last='Zhang')",University of Electronic Science and Technology of China
"Name(first='Wenyu', last='Chen')",Unknown
"Name(first='Chen', last='Xu')",Harbin Engineering University
"Name(first='Xiaoqian', last='Liu')",Northeastern University
"Name(first='Qian', last='Dong')",Bytedance
"Name(first='Chunliang', last='Zhang')",Northeastern University
"Name(first='Dapeng', last='Man')",Unknown
"Name(first='Wu', last='Yang')",Unknown
"Name(first='Elman', last='Mansimov')",Amazon
"Name(first='Kaixiang', last='Lin')",Amazon
"Name(first='Lijia', last='Sun')",Amazon
"Name(first='Xibin', last='Gao')",Amazon AWS AI Labs
"Name(first='Renzhi', last='Wang')",Unknown
"Name(first='Piji', last='Li')",Nanjing University of Aeronautics and Astronautics
"Name(first='Gili', last='Lior')",The Hebrew University of Jerusalem
"Name(first='Yinuo', last='Jiang')",Unknown
"Name(first='Erxin', last='Yu')",Hong Kong Polytechnic University
"Name(first='Anton', last='Schäfer')",Unknown
"Name(first='Imanol', last='Schlag')",ETHZ - ETH Zurich
"Name(first='Frank', last='Wildenburg')",Unknown
"Name(first='Michael', last='Hanna')",University of Amsterdam
"Name(first='Wen', last='Huang')",University of Science and Technology of China
"Name(first='Hongbin', last='Liu')",Duke University
"Name(first='Minxin', last='Guo')",University of Hong Kong
"Name(first='Ran', last='Liu')","Institute of Information Engineering, Chinese Academy of Sciences and University of Chinese Academy of Sciences"
"Name(first='Min', last='Yu')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='He', last='Zhang')",CNPIEC KEXIN LTD
"Name(first='Jianguo', last='Jiang')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Gang', last='Li')",Deakin University
"Name(first='Weiqing', last='Huang')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Joan', last='Santoso')",Institut Sains dan Teknologi Terpadu Surabaya
"Name(first='Patrick', last='Sutanto')",Unknown
"Name(first='Billy', last='Cahyadi')",Institut Sains dan Teknologi Terpadu Surabaya
"Name(first='Esther', last='Setiawan')",Institut Sains dan Teknologi Terpadu Surabaya
"Name(first='Gangwei', last='Jiang')",City University of Hong Kong and University of Science and Technology of China
"Name(first='Hong', last='Xie')",University of Science and Technology of China
"Name(first='Elena', last='Chistova')",FRC CSC RAS
"Name(first='Junling', last='Wang')",ETHZ - ETH Zurich
"Name(first='Jakub', last='Macina')","Department of Computer Science, ETHZ - ETH Zurich"
"Name(first='Nico', last='Daheim')",Technische Universität Darmstadt
"Name(first='Sankalan', last='Pal Chowdhury')",Unknown
"Name(first='Wenxin', last='Liang')",Unknown
"Name(first='Tingyu', last='Zhang')",Dalian University of Technology
"Name(first='Han', last='Liu')",Dalian University of Technology
"Name(first='Eric', last='Chamoun')",University of Cambridge
"Name(first='Zihan', last='Chen')",Unknown
"Name(first='Cong', last='Shen')",University of Virginia
"Name(first='Daren', last='Zha')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Langlin', last='Huang')",Unknown
"Name(first='Afra Feyza', last='Akyürek')",Boston University
"Name(first='Ekin', last='Akyürek')",Unknown
"Name(first='Derry', last='Wijaya')",Monash University and Boston University
"Name(first='Andy', last='Liu')",Unknown
"Name(first='Yanghai', last='Zhang')",University of Science and Technology of China
"Name(first='Ye', last='Liu')",University of Science and Technology of China; SalesForce.com
"Name(first='Shiwei', last='Wu')","Peking University, Peking University and The Chinese University of Hong Kong"
"Name(first='Xukai', last='Liu')",University of Science and Technology of China
"Name(first='Qian', last='Lou')",University of Central Florida
"Name(first='Xin', last='Liang')",University of Central Florida
"Name(first='Jiaqi', last='Xue')",University of Central Florida
"Name(first='Yancheng', last='Zhang')",Unknown
"Name(first='Mengxin', last='Zheng')",University of Central Florida
"Name(first='Rachel', last='Wicks')",Johns Hopkins University
"Name(first='Kai', last='He')",National University of Singapore
"Name(first='Claudia', last='Ong')",Unknown
"Name(first='Chang', last='Liu')",Unknown
"Name(first='Siyuan', last='Qi')",Beijing Institute for General Artificial Intelligence
"Name(first='Shuo', last='Chen')",Beijing Institute for General Artificial Intelligence
